dataset,n_models,models_used,smape_mean,smape_median,smape_fi_avg,smape_stack_svr
M1,1,rf,61.88544280236151,61.88544280236151,61.88544280236151,61.88544280236151
M1,1,mlp,158.17346483926718,158.17346483926718,158.17346483926718,158.17346483926718
M1,1,knn,56.733266743575186,56.733266743575186,56.733266743575186,56.733266743575186
M1,1,svr,69.6380846199756,69.6380846199756,69.6380846199756,69.6380846199756
M1,1,arima,76.28422099092525,76.28422099092525,76.28422099092525,76.28422099092525
M1,1,ets,76.30268685332088,76.30268685332088,76.30268685332088,76.30268685332088
M1,1,ces,77.40209794796617,77.40209794796617,77.40209794796617,77.40209794796617
M1,1,theta,72.24198218622652,72.24198218622652,72.24198218622652,72.24198218622652
M1,1,tbats,72.24198218622652,72.24198218622652,72.24198218622652,72.24198218622652
M1,9,rf_mlp_knn_svr_arima_ets_theta_tbats_ces,64.98961952449228,72.68629192839886,63.08454052276898,69.19282192050748
M1,8,rf_mlp_knn_arima_ets_theta_tbats_ces,65.27478304074897,72.49730941562157,61.6542094608425,69.19282192050748
M1,8,rf_mlp_svr_arima_ets_theta_tbats_ces,66.27481021927372,72.71948861118048,63.13281288559482,69.19282192050748
M1,8,rf_mlp_knn_svr_arima_theta_tbats_ces,63.19981117568889,68.76508402088479,62.850844001962805,69.19282192050748
M1,8,rf_mlp_knn_svr_ets_theta_tbats_ces,63.203320336117265,68.76615835617052,63.23797097755961,69.19282192050748
M1,8,rf_knn_svr_arima_ets_theta_tbats_ces,70.01117603766042,72.909499771564,63.413650025921875,69.19282192050748
M1,8,mlp_knn_svr_arima_ets_theta_tbats_ces,65.3402094507933,72.909499771564,63.82272312960369,69.1928219205075
M1,8,rf_mlp_knn_svr_arima_ets_tbats_ces,63.91695614777071,69.17727437682721,62.966774785687896,69.19282197885474
M1,8,rf_mlp_knn_svr_arima_ets_theta_tbats,62.986387213525,68.76508402088479,62.547316195176926,69.19282192051021
M1,8,rf_mlp_knn_svr_arima_ets_theta_ces,63.91695614777071,69.17727437682721,63.20139698354824,69.19282197885474
M1,7,rf_mlp_svr_arima_ets_theta_ces,65.29433809905849,73.11927534063621,63.23643487656905,69.19282197885474
M1,7,mlp_knn_svr_arima_ets_theta_tbats,63.137083149695485,72.68629192839886,63.16426900784404,69.19282205090171
M1,7,rf_svr_arima_ets_theta_tbats_ces,71.95996181415283,73.11927534063621,63.53538182633305,69.19282192050736
M1,7,rf_mlp_knn_ets_theta_tbats_ces,63.320258083430346,72.29983737544465,61.54773820118653,69.19282192050748
M1,7,rf_mlp_knn_svr_arima_ets_tbats,61.81819672084761,64.57814247231084,62.894950456807344,69.19282352395405
M1,7,rf_mlp_knn_arima_ets_tbats_ces,64.12415141403224,72.68629192839886,61.589458598344706,69.19282197885471
M1,7,rf_knn_svr_arima_ets_theta_ces,69.63266395768179,73.12133238988284,63.19690584098713,69.19282197885472
M1,7,rf_knn_svr_arima_theta_tbats_ces,68.93626621278793,72.68629192839886,62.9923460058879,69.19282192050748
M1,7,rf_mlp_knn_svr_arima_theta_tbats,61.12646205272454,64.19168791935664,62.72711170474546,69.19282192051021
M1,7,rf_mlp_svr_arima_theta_tbats_ces,64.50635133250447,72.29983737544465,62.78044809520457,69.19282192050748
M1,7,rf_mlp_knn_svr_ets_theta_tbats,61.129855962414915,64.19168791935664,62.71842705266412,69.19282192051021
M1,7,rf_mlp_svr_arima_ets_theta_tbats,64.27149562486001,72.29983737544465,63.164649753871394,69.19282192051021
M1,7,rf_mlp_knn_arima_ets_theta_ces,64.12415141403224,72.68629192839886,61.5807140161886,69.19282197885471
M1,7,rf_knn_svr_ets_theta_tbats_ces,68.93967576009084,72.68834897764548,63.07349412088477,69.19282192050748
M1,7,rf_knn_svr_arima_ets_theta_tbats,68.72886536564168,72.68629192839886,63.074436669145264,69.19282192051021
M1,7,mlp_knn_arima_ets_theta_tbats_ces,65.67287462572166,72.68629192839886,61.63032037738129,69.1928219205075
M1,7,rf_mlp_knn_arima_ets_theta_tbats,63.075505134448406,72.29983737544465,61.268786030132226,69.19282192051021
M1,7,mlp_knn_svr_arima_ets_tbats_ces,64.18897912618812,73.12133238988284,63.96284471482642,69.1928219788548
M1,7,rf_mlp_knn_svr_ets_tbats_ces,62.021567028080526,64.58019952155746,62.817371003702284,69.19282197885474
M1,7,mlp_knn_svr_ets_theta_tbats_ces,63.382606988121296,72.68834897764548,63.682953854426025,69.1928219205075
M1,7,rf_mlp_arima_ets_theta_tbats_ces,66.65554103846958,72.29983737544465,62.01364858765343,69.19282192050736
M1,7,rf_mlp_knn_svr_arima_ets_theta,61.81819672084761,64.57814247231084,62.88805773808064,69.19282352395405
M1,7,rf_mlp_svr_arima_ets_tbats_ces,65.29433809905849,73.11927534063621,63.24843080569076,69.19282197885474
M1,7,mlp_knn_svr_arima_ets_theta_ces,64.18897912618812,73.12133238988284,63.846993535984964,69.1928219788548
M1,7,rf_mlp_knn_svr_arima_tbats_ces,62.018279729610846,64.57814247231084,62.777076907492614,69.1928219788553
M1,7,rf_knn_svr_arima_ets_tbats_ces,69.63266395768179,73.12133238988284,63.0844648113498,69.19282197885472
M1,7,rf_mlp_knn_svr_arima_ets_ces,62.6884006503019,65.01318293379481,62.92630751996005,69.24532631208709
M1,7,rf_mlp_knn_arima_theta_tbats_ces,63.31630032522848,72.29983737544465,61.26332513409658,69.19282192050748
M1,7,rf_mlp_svr_ets_theta_tbats_ces,64.51021153925305,72.29983737544465,63.388032624174315,69.19282192050748
M1,7,mlp_knn_svr_arima_theta_tbats_ces,63.37863682428597,72.68629192839886,63.5425332145516,69.1928219205075
M1,7,rf_mlp_knn_svr_theta_tbats_ces,61.33491122051535,64.19168791935664,62.83926302595897,69.19282192050748
M1,7,rf_mlp_knn_svr_arima_theta_ces,62.018279729610846,64.57814247231084,63.004789747124946,69.1928219788553
M1,7,rf_knn_arima_ets_theta_tbats_ces,70.99047156403414,72.68629192839886,62.29361987246227,69.19282192050748
M1,7,mlp_svr_arima_ets_theta_tbats_ces,66.82087470375096,73.11927534063621,64.94120924019272,69.19282199835204
M1,7,rf_mlp_knn_svr_ets_theta_ces,62.021567028080526,64.58019952155746,62.822606829545116,69.19282197885474
M1,7,knn_svr_arima_ets_theta_tbats_ces,70.9826843964041,73.12133238988284,65.39579482860212,69.19282192054293
M1,6,rf_mlp_knn_svr_arima_ets,60.19684650837912,62.36963059848295,62.77867310519771,70.19853474561674
M1,6,mlp_knn_svr_arima_ets_theta,61.80583081746458,66.83412549351746,63.63866310619256,69.19282368895799
M1,6,mlp_knn_ets_theta_tbats_ces,63.498667754504766,72.47081059691259,61.852174957054075,69.1928219205075
M1,6,mlp_knn_svr_arima_tbats_ces,62.037687323430745,66.89604912565126,63.68546740430887,69.19282197885536
M1,6,rf_mlp_svr_arima_ets_tbats,63.263212805320315,68.97560032635207,63.0109694654443,69.19282352395403
M1,6,rf_knn_svr_theta_tbats_ces,67.42180153128773,68.83082194936074,63.19163659114678,69.19282192050748
M1,6,rf_mlp_knn_svr_arima_ces,60.44708542705285,62.43155423061675,62.693597985166335,69.24532678130781
M1,6,mlp_svr_arima_ets_theta_tbats,64.63037589042001,72.69190870657783,64.65013476774769,69.42583978390648
M1,6,rf_mlp_svr_ets_theta_ces,63.48849695472214,68.97772812337378,63.358755517263475,69.19282197885474
M1,6,knn_svr_ets_theta_tbats_ces,69.94379334427903,72.97349051432926,65.55703391581112,69.19282192054293
M1,6,mlp_svr_arima_ets_tbats_ces,65.80224644067623,74.7567654156495,65.01526665098099,69.19282207736315
M1,6,rf_mlp_knn_ets_theta_ces,61.77531186229106,68.12361228987353,61.51566370230298,69.19282197885471
M1,6,mlp_knn_svr_ets_theta_tbats,61.0061914959433,66.39543631886605,63.597317712939926,69.19282205090171
M1,6,knn_svr_arima_ets_theta_tbats,69.70634573253584,72.909499771564,64.57876033507435,69.19282205512049
M1,6,mlp_knn_arima_ets_theta_ces,64.4239481171308,74.54496097805057,60.78605398186112,69.19282197880877
M1,6,rf_mlp_svr_arima_theta_ces,63.48485730326918,68.97560032635207,62.78850123766859,69.1928219788553
M1,6,mlp_svr_arima_ets_theta_ces,65.80224644067623,74.7567654156495,65.00875238989788,69.19282207736315
M1,6,rf_mlp_knn_arima_ets_theta,61.53973517020308,68.1225379545878,61.26922161439738,69.19282352395402
M1,6,mlp_knn_svr_theta_tbats_ces,61.244724890311495,66.46050470080803,63.81840963540564,69.1928219205075
M1,6,mlp_knn_arima_ets_theta_tbats,63.21635710031607,72.46972951101891,57.248897662861054,69.19282213215072
M1,6,knn_svr_arima_theta_tbats_ces,69.93995460891269,72.9714234036978,65.11306594549612,69.19282192054293
M1,6,rf_mlp_svr_ets_tbats_ces,63.48849695472214,68.97772812337378,62.880582844943724,69.19282197885474
M1,6,rf_mlp_svr_arima_theta_tbats,62.49518439731171,68.52711428763297,62.75600259056121,69.19282192051021
M1,6,rf_mlp_arima_ets_tbats_ces,65.59948284477588,74.35494981766705,61.91230019436544,69.19282191388118
M1,6,mlp_knn_svr_arima_ets_tbats,61.80583081746458,66.83412549351746,63.801104087061375,69.19282368895799
M1,6,mlp_knn_svr_ets_theta_ces,62.041494477599024,66.89811623628272,63.77183557830842,69.1928219788548
M1,6,rf_mlp_knn_ets_tbats_ces,61.77531186229106,68.12361228987353,61.40311264460259,69.19282197885471
M1,6,rf_mlp_svr_theta_tbats_ces,62.726910199362386,68.52711428763297,62.96674228836232,69.19282192050748
M1,6,knn_svr_arima_ets_theta_ces,70.72290257044733,74.81970269667877,65.47822890366834,69.1928219432349
M1,6,rf_mlp_knn_svr_ets_ces,60.451193518181675,62.43368115475887,62.67269844376928,69.24532631208709
M1,6,mlp_svr_ets_theta_tbats_ces,64.90431066238087,72.69404325420747,64.75159484130421,69.19282199835204
M1,6,rf_mlp_arima_theta_tbats_ces,64.69650146935794,72.27100257246138,61.910029820943,69.19282192050736
M1,6,mlp_knn_arima_ets_tbats_ces,64.4239481171308,74.54496097805057,60.67109977471019,69.19282197880877
M1,6,rf_mlp_svr_arima_ets_theta,63.263212805320315,68.97560032635207,63.11468753844226,69.19282352395403
M1,6,rf_svr_arima_ets_theta_ces,71.88727637626332,74.7567654156495,63.806160820660004,69.19282192050736
M1,6,rf_knn_arima_ets_theta_ces,70.75792232503892,74.54496097805057,61.96513854876513,69.19282197885461
M1,6,rf_mlp_knn_theta_tbats_ces,60.978887189667056,67.89623111142761,61.39689984241977,69.19282192050748
M1,6,mlp_arima_ets_theta_tbats_ces,67.27084416672413,74.32736991306439,66.09547881591227,69.19282192050736
M1,6,rf_knn_svr_arima_ets_tbats,68.02159014736412,69.17727437682721,63.28094425534629,69.19282352395403
M1,6,rf_mlp_knn_svr_ets_tbats,59.33297262610252,61.94572133311177,62.902412184981124,69.19282352395405
M1,6,mlp_svr_arima_theta_tbats_ces,64.89988306461386,72.69190870657783,64.82954188950141,69.19282199835277
M1,6,mlp_knn_arima_theta_tbats_ces,63.4941049033,72.46972951101891,60.00152219634861,69.1928219205075
M1,6,rf_svr_arima_ets_theta_tbats,70.90423875161133,72.71948861118048,63.341249814669546,69.19282192050736
M1,6,rf_knn_arima_ets_theta_tbats,69.74849418779418,72.49730941562157,61.83304699889083,69.19282192051006
M1,6,rf_mlp_knn_svr_arima_theta,59.32870175727659,61.94464699782605,62.6786654309514,69.19282352396922
M1,6,rf_mlp_knn_arima_theta_ces,61.771506012146475,68.1225379545878,61.25564469722254,69.19282197885529
M1,6,mlp_knn_svr_arima_ets_ces,62.81233070862312,69.21118217788434,63.64531657461322,69.24532631208716
M1,6,rf_knn_svr_ets_theta_tbats,67.16732631947129,68.76615835617052,62.89513783924008,69.19282192051021
M1,6,mlp_knn_svr_ets_tbats_ces,62.041494477599024,66.89811623628272,64.03155939373302,69.1928219788548
M1,6,rf_mlp_ets_theta_tbats_ces,64.70093193721573,72.27100257246138,62.01548143108081,69.19282192050736
M1,6,knn_svr_arima_ets_tbats_ces,70.72290257044733,74.81970269667877,65.56903743603138,69.1928219432349
M1,6,rf_mlp_knn_svr_tbats_ces,59.59080318693829,62.01038492630201,62.80399373765781,69.1928219788553
M1,6,rf_mlp_knn_arima_theta_tbats,60.736536983781306,67.89623111142761,61.13623270715696,69.19282192051021
M1,6,rf_mlp_knn_arima_ets_tbats,61.53973517020308,68.1225379545878,61.32058124828349,69.19282352395402
M1,6,svr_arima_ets_theta_tbats_ces,73.3151847935275,74.7567654156495,66.77453123400379,69.20384380403122
M1,6,mlp_knn_svr_arima_theta_tbats,61.00224117900325,66.39435523297237,63.94319638158138,69.19282205090302
M1,6,rf_svr_arima_ets_tbats_ces,71.88727637626332,74.7567654156495,63.52524020687177,69.19282192050736
M1,6,rf_knn_svr_arima_ets_ces,69.10168168003705,71.40585962143395,63.18056680849996,69.24532630359663
M1,6,rf_knn_svr_arima_theta_ces,68.2699183834623,69.23919800896101,63.33485900422161,69.1928219788553
M1,6,rf_mlp_svr_arima_tbats_ces,63.48485730326918,68.97560032635207,62.98149564874169,69.1928219788553
M1,6,rf_mlp_knn_svr_theta_ces,59.59080318693829,62.01038492630201,62.94311442621285,69.1928219788553
M1,6,rf_mlp_arima_ets_theta_tbats,64.42682258732808,72.27100257246138,61.58098731178393,69.19282192050736
M1,6,rf_svr_arima_theta_tbats_ces,71.13011018906373,72.71948861118048,63.47547355743986,69.19282192050736
M1,6,rf_knn_arima_theta_tbats_ces,69.98044424451044,72.49730941562157,61.922279300498516,69.19282192050748
M1,6,rf_knn_svr_arima_theta_tbats,67.16311450495611,68.76508402088479,63.040606655907695,69.19282192051021
M1,6,rf_mlp_knn_arima_tbats_ces,61.771506012146475,68.1225379545878,61.32842533972636,69.19282197885529
M1,6,rf_mlp_knn_svr_theta_tbats,58.727640198849286,61.71834015466585,62.862422549104956,69.19282192051021
M1,6,rf_knn_svr_ets_theta_ces,68.27399839893083,69.24126511959247,62.923816120578955,69.19282197885472
M1,6,rf_svr_ets_theta_tbats_ces,71.13382195245939,72.72161640820221,63.29995038567423,69.19282192050736
M1,6,knn_arima_ets_theta_tbats_ces,72.20789711177294,74.54496097805057,68.2018772534232,69.19281675521958
M1,6,rf_mlp_knn_arima_ets_ces,62.5459527719725,70.52797429538373,61.455993648668226,69.2453262812698
M1,6,mlp_knn_svr_arima_theta_ces,62.037687323430745,66.89604912565126,63.26766933711328,69.19282197885536
M1,6,rf_arima_ets_theta_tbats_ces,73.24262430815594,74.35494981766705,62.96566176237359,69.19282192050736
M1,6,rf_knn_svr_arima_ets_theta,68.02159014736412,69.17727437682721,62.869836228925855,69.19282352395403
M1,6,rf_mlp_knn_svr_arima_tbats,59.32870175727659,61.94464699782605,62.95888577948215,69.19282352396922
M1,6,rf_mlp_knn_svr_ets_theta,59.33297262610252,61.94572133311177,62.75644286801937,69.19282352395405
M1,6,rf_knn_arima_ets_tbats_ces,70.75792232503892,74.54496097805057,62.140952824242945,69.19282197885461
M1,6,rf_knn_svr_arima_tbats_ces,68.2699183834623,69.23919800896101,63.03193114878303,69.1928219788553
M1,6,rf_mlp_svr_ets_theta_tbats,62.498959268282015,68.52711428763297,62.82210039896461,69.19282192051021
M1,6,rf_mlp_arima_ets_theta_ces,65.59948284477588,74.35494981766705,62.01858263886826,69.19282191388118
M1,6,rf_knn_ets_theta_tbats_ces,69.9842558242452,72.49838375090731,62.03137542328958,69.19282192050748
M1,6,rf_mlp_knn_ets_theta_tbats,60.740485019764876,67.89623111142761,61.380512066438364,69.19282192051021
M1,6,rf_knn_svr_ets_tbats_ces,68.27399839893083,69.24126511959247,63.22819516643378,69.19282197885472
M1,6,rf_mlp_svr_arima_ets_ces,64.22554027054655,71.33297882393099,63.05736428166365,69.245326312087
M1,5,mlp_knn_svr_arima_ets,59.87511384593076,61.09147284344252,64.41227322178199,70.19853498523
M1,5,mlp_svr_theta_tbats_ces,62.883191115559164,72.24198218622652,64.89835324541615,69.19282199835277
M1,5,rf_mlp_knn_arima_ets,59.57538133360778,63.058556701840196,61.21073030012825,70.19853471543391
M1,5,mlp_knn_arima_theta_tbats,60.44323074841562,72.24198218622652,54.80834803840467,69.19282213215278
M1,5,mlp_svr_ets_theta_tbats,62.61299151205518,72.24198218622652,64.65858947584984,69.42583978390648
M1,5,arima_ets_theta_tbats_ces,74.97099788121542,76.28422099092525,75.30150240944468,70.25417440555682
M1,5,knn_svr_arima_theta_tbats,68.09419608459108,72.68629192839886,64.36306741109694,69.19282205512181
M1,5,knn_svr_arima_ets_tbats,69.08860555674103,73.12133238988284,64.70169060613958,69.19282366293987
M1,5,rf_mlp_ets_theta_tbats,62.08399055215409,72.24198218622652,61.65356484543545,69.19282192050736
M1,5,mlp_knn_svr_arima_ces,60.176730345045236,61.21440571424702,63.6230500644237,69.24532678130787
M1,5,mlp_svr_arima_ets_theta,63.51724964639428,73.11927534063621,65.17942177371393,69.48746501172532
M1,5,knn_svr_ets_theta_ces,69.38018075919324,73.24626545320221,65.58633415296016,69.1928219432349
M1,5,rf_mlp_knn_arima_ces,59.8763953863529,63.058556701840196,61.40279724155737,69.24532675047914
M1,5,mlp_arima_theta_tbats_ces,65.09179927754855,72.24198218622652,64.62407354025707,69.19282192050736
M1,5,rf_mlp_knn_svr_ets,58.82634159030601,59.22025363690329,62.62099145573953,70.19853474561674
M1,5,rf_knn_svr_arima_tbats,65.88662351794062,64.57814247231084,63.05259504408972,69.19282352396922
M1,5,mlp_knn_theta_tbats_ces,60.73380231740037,72.24198218622652,60.069279038964105,69.1928219205075
M1,5,rf_mlp_svr_ets_theta,60.77384667088123,64.27303789552539,62.95734947801699,69.19282352395403
M1,5,rf_svr_ets_tbats_ces,70.85730949922099,73.12333258239771,63.00551706266795,69.19282192050736
M1,5,rf_mlp_svr_tbats_ces,61.069232238764904,64.27303789552539,63.13586003676491,69.1928219788553
M1,5,rf_arima_ets_theta_ces,73.4372144850442,76.28422099092525,62.92631736752177,69.19282192050736
M1,5,rf_mlp_knn_svr_ces,58.94689290938744,59.34318650770779,63.03265386347776,69.24532678130781
M1,5,rf_mlp_knn_ets_ces,59.88133296391237,63.06061375108681,61.34007796348659,69.2453262812698
M1,5,rf_knn_svr_ets_theta,65.89191078791825,64.58019952155746,62.90298442442701,69.19282352395403
M1,5,rf_mlp_arima_ets_ces,64.13673185905016,76.28422099092525,61.96540924319714,69.15542440130955
M1,5,knn_arima_ets_theta_ces,72.18720023543868,76.28627804017188,68.38151829767189,69.19279071417007
M1,5,rf_svr_theta_tbats_ces,69.91176563990707,72.29983737544465,63.31622026597018,69.19282192050736
M1,5,mlp_knn_svr_theta_ces,59.14250307633133,60.781422302009666,63.78773888197108,69.19282197885536
M1,5,rf_arima_ets_theta_tbats,72.32582945185418,72.29983737544465,62.24102742787401,69.19032798819678
M1,5,knn_arima_theta_tbats_ces,71.2997750019398,72.68629192839886,67.5759120158189,69.19281675261895
M1,5,mlp_knn_arima_theta_ces,61.68087656925446,72.68629192839886,59.444258812383275,69.19282197880928
M1,5,rf_mlp_knn_theta_tbats,57.446132133613645,62.61424695966787,61.05408527549909,69.19282192051021
M1,5,rf_knn_svr_arima_ets,66.96121069510357,65.01318293379481,62.88755200158881,70.19853473715445
M1,5,mlp_svr_ets_theta_ces,63.78291128122746,73.12333258239771,65.05543336428548,69.19282207736315
M1,5,rf_knn_arima_tbats_ces,69.47140109456444,72.68629192839886,61.940947138074065,69.19282197885519
M1,5,knn_svr_arima_theta_ces,69.37547052202379,73.24426526068734,65.11976155501729,69.19282194322226
M1,5,rf_mlp_arima_ets_tbats,62.99550886725696,72.29983737544465,61.62264227629738,69.19282346002566
M1,5,knn_svr_arima_ets_ces,70.3337543025617,76.41121110349125,65.43285158197344,69.19635895489631
M1,5,rf_mlp_svr_arima_ets,61.761684585408375,65.09247586071696,62.842134875755725,70.19853474561383
M1,5,mlp_ets_theta_tbats_ces,65.09701534949468,72.24198218622652,66.3467289327295,69.19282192050736
M1,5,mlp_knn_svr_theta_tbats,57.943990918617224,60.212122639786216,63.93005329211664,69.19282205090302
M1,5,rf_svr_arima_ets_tbats,70.57762120184498,73.11927534063621,63.44359711644248,69.19282192050736
M1,5,mlp_knn_svr_ets_tbats,58.82990700288639,60.65848943120516,63.86782912875578,69.19282368895799
M1,5,knn_svr_ets_tbats_ces,69.38018075919324,73.24626545320221,65.2999401866205,69.1928219432349
M1,5,rf_knn_svr_arima_ces,67.27089725442143,65.13611580459933,62.94845899678126,69.24532677281422
M1,5,rf_mlp_svr_arima_ces,62.04684031792191,65.09247586071696,62.93788519569456,69.24532678130771
M1,5,knn_arima_ets_tbats_ces,72.18720023543868,76.28627804017188,68.33526627844857,69.19279071417007
M1,5,svr_ets_theta_tbats_ces,72.65346222482704,73.12333258239771,66.83846603244736,69.20384380403122
M1,5,rf_mlp_knn_svr_arima,58.82433894978235,59.21819658765668,62.781415957474366,70.19855367950898
M1,5,rf_mlp_svr_arima_tbats,60.76894972083379,64.27303789552539,62.87784028517076,69.19282352396921
M1,5,mlp_knn_arima_tbats_ces,61.68087656925446,72.68629192839886,59.59896483487132,69.19282197880928
M1,5,mlp_svr_ets_tbats_ces,63.78291128122746,73.12333258239771,64.9044492321058,69.19282207736315
M1,5,rf_knn_ets_theta_ces,69.47606354939626,72.68834897764548,62.33549108076628,69.19282197885461
M1,5,knn_ets_theta_tbats_ces,71.30413372967621,72.68834897764548,68.30855257776682,69.19281675521958
M1,5,knn_svr_arima_tbats_ces,69.37547052202379,73.24426526068734,65.23224435783249,69.19282194322226
M1,5,mlp_knn_arima_ets_theta,61.404456359717464,72.68629192839886,56.01566579307794,69.19282378596823
M1,5,rf_mlp_knn_theta_ces,58.844341749781634,62.67210214888599,61.410149390442385,69.19282197885529
M1,5,rf_arima_theta_tbats_ces,72.5816380219931,72.29983737544465,62.75661408319241,69.19282192050736
M1,5,rf_mlp_ets_tbats_ces,63.26332524721011,72.29983737544465,62.261354887791875,69.19282191388118
M1,5,svr_arima_ets_theta_tbats,72.39232371281487,73.11927534063621,66.33545507225404,69.46488286798905
M1,5,rf_mlp_svr_ets_tbats,60.77384667088123,64.27303789552539,63.128556379502896,69.19282352395403
M1,5,rf_mlp_arima_theta_ces,63.259001624643076,72.29983737544465,61.85062535720901,69.19282191385773
M1,5,rf_knn_ets_theta_tbats,68.20820490669355,72.29983737544465,61.82749080525578,69.19282192051006
M1,5,rf_svr_arima_ets_ces,71.77228015447872,76.28827823268675,63.79017121532979,69.24437748117178
M1,5,mlp_knn_svr_ets_ces,60.18167758670351,61.21640590676189,63.76813845032743,69.24532631208716
M1,5,rf_knn_svr_ets_tbats,65.89191078791825,64.58019952155746,62.917344116329474,69.19282352395403
M1,5,rf_mlp_arima_theta_tbats,62.07947686046666,72.24198218622652,61.432911904804385,69.19282192050736
M1,5,rf_knn_arima_ets_ces,70.42009889282953,76.28627804017188,61.97423785836988,69.24532612591551
M1,5,mlp_knn_svr_arima_theta,58.8247243342757,60.656432381958545,64.2440401848485,69.1928236889748
M1,5,rf_mlp_knn_arima_theta,58.52729160422441,62.67210214888599,61.00377994875266,69.19282352396921
M1,5,rf_svr_arima_theta_tbats,69.6240435287464,72.29983737544465,63.21765052744455,69.19282192050736
M1,5,rf_arima_ets_tbats_ces,73.4372144850442,76.28422099092525,62.92787325733863,69.19282192050736
M1,5,mlp_knn_ets_theta_ces,61.68541204611236,72.68834897764548,60.8582931439555,69.19282197880877
M1,5,rf_knn_ets_tbats_ces,69.47606354939626,72.68834897764548,62.24240974363738,69.19282197885461
M1,5,rf_knn_arima_ets_tbats,69.18745854281352,72.68629192839886,61.726779386784614,69.1928235239479
M1,5,rf_mlp_knn_svr_theta,58.40269173008128,58.83174203470245,62.85588105691616,69.19282352396922
M1,5,rf_mlp_knn_ets_theta,58.53246216332655,62.67210214888599,61.189049002727145,69.19282352395402
M1,5,mlp_svr_arima_ets_ces,64.64922130582461,76.28827823268675,64.98027278502137,69.24532643713422
M1,5,rf_knn_arima_theta_tbats,68.20336733606042,72.29983737544465,61.54786111792766,69.19282192051006
M1,5,mlp_knn_svr_tbats_ces,59.14250307633133,60.781422302009666,63.790298636614885,69.19282197885536
M1,5,svr_arima_ets_theta_ces,73.50843133606789,76.28827823268675,66.94714564455666,69.19282192050736
M1,5,mlp_arima_ets_tbats_ces,66.15256218874143,76.28422099092525,65.86974401261526,69.19282192050736
M1,5,rf_mlp_svr_ets_ces,62.051517917475785,65.09653310247845,63.068686665957806,69.245326312087
M1,5,rf_mlp_arima_ets_theta,62.99550886725696,72.29983737544465,61.61681746020766,69.19282346002566
M1,5,mlp_knn_ets_theta_tbats,60.447968080885786,72.24198218622652,56.671229138529355,69.19282213215072
M1,5,rf_knn_theta_tbats_ces,68.50031456532855,72.29983737544465,62.0227843146968,69.19282192050748
M1,5,rf_knn_svr_ets_ces,67.27598106831319,65.1381159971142,63.21070679809526,69.24532630359663
M1,5,mlp_svr_arima_ets_tbats,63.51724964639428,73.11927534063621,65.1626980095798,69.48746501172532
M1,5,rf_svr_ets_theta_tbats,69.62873069045088,72.29983737544465,63.42015832445617,69.19282192050736
M1,5,knn_svr_arima_ets_theta,69.08860555674103,73.12133238988284,64.8098076457584,69.19282366293987
M1,5,rf_mlp_svr_theta_tbats,59.745115686609104,64.21518270630727,62.9871894071977,69.19282192051021
M1,5,rf_ets_theta_tbats_ces,72.58583951601126,72.29983737544465,62.75584059893232,69.19282192050736
M1,5,rf_svr_arima_theta_ces,70.85279097925459,73.11927534063621,63.281114107435364,69.19282192050736
M1,5,rf_knn_svr_arima_theta,65.88662351794062,64.57814247231084,63.030635643439915,69.19282352396922
M1,5,mlp_knn_arima_ets_tbats,61.404456359717464,72.68629192839886,56.95970452559901,69.19282378596823
M1,5,rf_knn_svr_theta_tbats,64.78407857352315,64.19168791935664,62.89015480194124,69.19282192051021
M1,5,rf_mlp_svr_arima_theta,60.76894972083379,64.27303789552539,62.723325241907816,69.19282352396921
M1,5,knn_svr_theta_tbats_ces,68.39428781395938,72.81128184844998,65.29714580244618,69.19282192054293
M1,5,mlp_arima_ets_theta_ces,66.15256218874143,76.28422099092525,65.6427470673994,69.19282192050736
M1,5,mlp_svr_arima_tbats_ces,63.77862252362683,73.11927534063621,64.84845274481147,69.19282207736465
M1,5,rf_knn_arima_theta_ces,69.47140109456444,72.68629192839886,61.95711621400179,69.19282197885519
M1,5,rf_knn_svr_tbats_ces,66.21108611208834,64.70313239236198,63.11675381242575,69.1928219788553
M1,5,svr_arima_ets_tbats_ces,73.50843133606789,76.28827823268675,66.94310849255068,69.19282192050736
M1,5,rf_mlp_knn_tbats_ces,58.844341749781634,62.67210214888599,61.333066442921556,69.19282197885529
M1,5,mlp_arima_ets_theta_tbats,64.77408834559476,72.24198218622652,62.07609363300968,69.20707915248609
M1,5,rf_mlp_arima_tbats_ces,63.259001624643076,72.29983737544465,61.82245815002234,69.19282191385773
M1,5,mlp_knn_svr_arima_tbats,58.8247243342757,60.656432381958545,63.86001016017801,69.1928236889748
M1,5,knn_svr_ets_theta_tbats,68.09908509665094,72.68834897764548,64.68076207593556,69.19282205512049
M1,5,rf_mlp_knn_arima_tbats,58.52729160422441,62.67210214888599,61.02204475798258,69.19282352396921
M1,5,mlp_svr_arima_theta_ces,63.77862252362683,73.11927534063621,64.70719262162076,69.19282207736465
M1,5,rf_mlp_theta_tbats_ces,62.35634765653821,72.24198218622652,61.82394244009236,69.19282192050736
M1,5,rf_svr_arima_tbats_ces,70.85279097925459,73.11927534063621,63.27951890185292,69.19282192050736
M1,5,rf_svr_ets_theta_ces,70.85730949922099,73.12333258239771,63.86902406356714,69.19282192050736
M1,5,rf_mlp_svr_theta_ces,61.069232238764904,64.27303789552539,63.134118636879954,69.1928219788553
