dataset,n_models,models_used,rmse_mean,rmse_median,rmse_fi_avg,rmse_stack_svr
M1011,7,rf_knn_svr_ets_theta_tbats_ces,448.37922630416716,507.0851045138357,438.06964381603086,1171.5872636872257
M1011,7,rf_knn_svr_arima_ets_theta_tbats,448.28282439753434,506.9565211819507,435.14641305361096,1171.6259610783902
M1011,7,mlp_knn_arima_ets_theta_tbats_ces,494.2432764951377,513.8586384143831,497.3349308523015,1170.7284152277525
M1011,7,rf_mlp_knn_arima_ets_theta_tbats,472.8112652976681,507.5944367359351,453.69837292327094,1171.2359278776012
M1011,7,mlp_knn_svr_arima_ets_tbats_ces,471.7507698848374,516.0240938249345,481.0921028173257,1171.656574683957
M1011,7,rf_mlp_knn_svr_ets_tbats_ces,452.4344455966108,492.4532890110286,437.22812231612306,1171.656830259359
M1011,7,mlp_knn_svr_ets_theta_tbats_ces,469.592855036306,506.69058198574595,481.2939775072362,1171.6576504137618
M1011,7,rf_mlp_arima_ets_theta_tbats_ces,496.2205432031358,514.769725656203,469.7403543274747,1171.2701192102002
M1011,7,rf_mlp_knn_svr_arima_ets_theta,452.33596037163267,492.22670421196773,441.1859846845868,1171.6565052900928
M1011,7,rf_mlp_svr_arima_ets_tbats_ces,474.0280645630124,514.9409026922486,450.59799006962726,1171.6685200958245
M1011,7,mlp_knn_svr_arima_ets_theta_ces,471.7507698848374,516.0240938249345,479.43243288604197,1171.656574683957
M1011,7,rf_mlp_knn_svr_arima_tbats_ces,451.07065239592583,491.44264899673203,438.65834908036373,1171.6602561900265
M1011,7,rf_knn_svr_arima_ets_tbats_ces,450.35221089366155,508.86287716181533,444.96018598620924,1171.6368114712204
M1011,7,rf_mlp_knn_svr_arima_ets_ces,454.4492742165904,498.055983572755,442.69300807576593,1171.6566143445932
M1011,7,rf_mlp_knn_arima_theta_tbats_ces,471.46830102809236,507.5944367359351,453.0313690829558,1171.238271793286
M1011,7,rf_mlp_svr_ets_theta_tbats_ces,471.866954802975,509.52390753591055,441.26867565852575,1171.6805948217677
M1011,7,mlp_knn_svr_arima_theta_tbats_ces,468.12917547803266,505.8836040278038,467.59147836200316,1171.6607338092706
M1011,7,rf_mlp_knn_svr_theta_tbats_ces,449.1183136653318,487.6207460943582,424.33766131838286,1171.6626091004334
M1011,7,rf_mlp_knn_svr_arima_theta_ces,451.07065239592583,491.44264899673203,440.41498193524626,1171.6602561900265
M1011,7,rf_knn_arima_ets_theta_tbats_ces,470.79269879275716,508.4706792719634,455.2685342818132,1167.6582431826869
M1011,7,mlp_svr_arima_ets_theta_tbats_ces,492.68490745831565,515.2762504922908,494.56013283091704,1171.674883825567
M1011,7,rf_mlp_knn_svr_ets_theta_ces,452.4344455966108,492.4532890110286,441.23875908239546,1171.656830259359
M1011,7,knn_svr_arima_ets_theta_tbats_ces,467.6099599876894,507.27828744193937,476.95708329880995,1171.4150750297658
M1011,6,rf_mlp_knn_svr_arima_ets,445.39989155709026,453.1514818204512,427.4048599233284,1171.6563396904482
M1011,6,mlp_knn_svr_arima_ets_theta,464.58459125335133,503.9496461438123,465.72298858727817,1171.656367590186
M1011,6,mlp_knn_ets_theta_tbats_ces,490.3292225748633,510.2598119048681,490.6024887096555,1168.845072999433
M1011,6,mlp_knn_svr_arima_tbats_ces,463.01799146348003,503.3593844392376,469.00107845166485,1171.6608040910144
M1011,6,rf_mlp_svr_arima_ets_tbats,467.3053786816098,503.9608105459116,449.82389183113463,1171.6707139171808
M1011,6,rf_knn_svr_theta_tbats_ces,436.9178319176539,448.4504601669743,427.9315558030554,1171.1275380580023
M1011,6,rf_mlp_knn_svr_arima_ces,443.96528580359563,451.2143358732135,436.8048796822099,1171.6602962360596
M1011,6,mlp_svr_arima_ets_theta_tbats,488.4357852931818,511.04632257050815,478.127340021654,1171.6798991575242
M1011,6,rf_mlp_svr_ets_theta_ces,467.4275578340839,504.23815392223827,442.03974489383216,1171.6566781152787
M1011,6,knn_svr_ets_theta_tbats_ces,459.7007772433572,506.86531097993054,459.0184601567523,1170.218284043597
M1011,6,mlp_svr_arima_ets_tbats_ces,491.24217315147376,518.4838663998902,490.6845161992539,1171.6792245225201
M1011,6,rf_mlp_knn_ets_theta_ces,468.4447741267902,502.6626947142044,443.1005390681792,1171.0595440557893
M1011,6,mlp_knn_svr_ets_theta_tbats,462.13823607030855,499.1394472943676,461.8476295351994,1171.6634697064003
M1011,6,knn_svr_arima_ets_theta_tbats,459.58143129106674,506.77929940475303,469.9189795984508,1171.3613772262086
M1011,6,mlp_knn_arima_ets_theta_ces,492.9661154343202,517.5458844344732,495.55157626794994,1170.8660625748105
M1011,6,rf_mlp_svr_arima_theta_ces,465.7359547502927,502.2437707466153,446.725886356753,1172.312591176226
M1011,6,mlp_svr_arima_ets_theta_ces,491.24217315147376,518.4838663998902,490.8274928462471,1171.6792245225201
M1011,6,rf_mlp_knn_arima_ets_theta,468.3243670376167,502.387850687402,455.7038510851873,1171.2292803652824
M1011,6,mlp_knn_svr_theta_tbats_ces,460.60228369802456,498.54687667522023,455.16360210554876,1171.6640447931559
M1011,6,mlp_knn_arima_ets_theta_tbats,490.20020515146655,510.0255761307623,497.837030587626,1170.786474284506
M1011,6,knn_svr_arima_theta_tbats_ces,458.0489492349527,506.40521833155333,464.3973087935589,1169.7126915027684
M1011,6,rf_mlp_svr_ets_tbats_ces,467.4275578340839,504.23815392223827,449.90948230161223,1171.6566781152787
M1011,6,rf_mlp_svr_arima_theta_tbats,463.197345901466,497.0664346575856,434.80646325089185,1173.2988409812199
M1011,6,rf_mlp_arima_ets_tbats_ces,495.281173194656,518.3462035643819,466.69684386395267,1171.2614670965086
M1011,6,mlp_knn_svr_arima_ets_tbats,464.58459125335133,503.9496461438123,465.7973413315515,1171.656367590186
M1011,6,mlp_knn_svr_ets_theta_ces,464.70655747477866,504.1928090306032,469.85529968434463,1171.6582565384056
M1011,6,rf_mlp_knn_ets_tbats_ces,468.4447741267902,502.6626947142044,446.7035317120373,1171.0595440557893
M1011,6,rf_mlp_svr_theta_tbats_ces,463.3155526710101,497.2032673274998,434.33709974229913,1172.6210962396353
M1011,6,knn_svr_arima_ets_theta_ces,462.14433203689646,514.0681492464968,483.96705551789427,1171.3878951851466
M1011,6,rf_mlp_knn_svr_ets_ces,445.51172127596016,453.4039047999259,434.65350747029345,1171.6568712742728
M1011,6,mlp_svr_ets_theta_tbats_ces,488.56671291416745,511.3152416429247,478.1981647511671,1172.0107883490155
M1011,6,rf_mlp_arima_theta_tbats_ces,490.8474379472554,510.7111721263668,454.8406317849234,1173.5538715260882
M1011,6,mlp_knn_arima_ets_tbats_ces,492.9661154343202,517.5458844344732,495.58325914612686,1170.8660625748105
M1011,6,rf_mlp_svr_arima_ets_theta,467.3053786816098,503.9608105459116,442.47637299420563,1171.6707139171808
M1011,6,rf_svr_arima_ets_theta_ces,465.1065247108535,514.9875813553133,448.3226879663606,1171.3665315037008
M1011,6,rf_knn_arima_ets_theta_ces,465.69106434446076,514.3356148914377,454.1492760534267,1167.4703409249173
M1011,6,rf_mlp_knn_theta_tbats_ces,464.39373353735664,496.31517714874536,440.5858906917141,1170.5996545392725
M1011,6,mlp_arima_ets_theta_tbats_ces,518.942132228169,517.1507900501466,518.3174400447116,1172.2138919028932
M1011,6,rf_knn_svr_arima_ets_tbats,440.461085511914,451.6512872755646,431.855235358648,1171.6194377960408
M1011,6,rf_mlp_knn_svr_ets_tbats,443.1611510548336,448.5720874053989,424.07919601393723,1171.6643307741176
M1011,6,mlp_svr_arima_theta_tbats_ces,486.75238607181194,510.48796570895433,486.5688260021354,1172.6263689676416
M1011,6,mlp_knn_arima_theta_tbats_ces,488.5415616387018,509.65387779920974,484.8556946957056,1169.755782609252
M1011,6,rf_svr_arima_ets_theta_tbats,462.54020733886887,507.92175505464945,445.0500226737203,1171.3165284985057
M1011,6,rf_knn_arima_ets_theta_tbats,463.1603804067274,506.577142452632,450.76938063093525,1167.1148591897997
M1011,6,rf_mlp_knn_svr_arima_theta,441.6524293047236,446.5034457936118,415.4767904107744,1171.6606641859187
M1011,6,rf_mlp_knn_arima_theta_ces,466.7779158120004,501.33086370566383,449.7929730458527,1171.2348575707376
M1011,6,mlp_knn_svr_arima_ets_ces,467.2026403484456,510.88712709638384,476.963304935879,1171.6551021719488
M1011,6,rf_knn_svr_ets_theta_tbats,438.28102150141973,449.3699548155765,428.7866256183613,1171.577957035064
M1011,6,mlp_knn_svr_ets_tbats_ces,464.70655747477866,504.1928090306032,466.33017115597477,1171.6582565384056
M1011,6,rf_mlp_ets_theta_tbats_ces,492.63892917253054,511.6463902824302,467.11665088156434,1173.491673103375
M1011,6,knn_svr_arima_ets_tbats_ces,462.14433203689646,514.0681492464968,470.0471283000848,1171.3878951851466
M1011,6,rf_mlp_knn_svr_tbats_ces,441.7599052932185,446.6590443327156,426.47799855006656,1171.6632545585237
M1011,6,rf_mlp_knn_arima_theta_tbats,464.27732109649946,496.23572269373625,440.0880090285016,1171.2311510426407
M1011,6,rf_mlp_knn_arima_ets_tbats,468.3243670376167,502.387850687402,444.81322938077966,1171.2292803652824
M1011,6,svr_arima_ets_theta_tbats_ces,486.37657342527075,513.6703799365389,491.8365373667292,1170.52958634234
M1011,6,mlp_knn_svr_arima_theta_tbats,460.48431721298726,498.49351904553095,455.79780961663596,1171.6612630834154
M1011,6,rf_svr_arima_ets_tbats_ces,465.1065247108535,514.9875813553133,453.23157378926715,1171.3665315037008
M1011,6,rf_knn_svr_arima_ets_ces,442.8055015068777,456.94115326371787,439.7784623635471,1171.6332429034285
M1011,6,rf_knn_svr_arima_theta_ces,439.0637873576017,450.7044086488244,433.05098929184334,1171.557016083263
M1011,6,rf_mlp_svr_arima_tbats_ces,465.7359547502927,502.2437707466153,441.8842914561257,1172.312591176226
M1011,6,rf_mlp_knn_svr_theta_ces,441.7599052932185,446.6590443327156,422.06976629450327,1171.6632545585237
M1011,6,rf_mlp_arima_ets_theta_tbats,492.5096409289577,511.3783391945574,462.6558257759951,1171.2678307981892
M1011,6,rf_svr_arima_theta_tbats_ces,461.0054619268136,507.4535457432054,446.8488882549287,1171.3631758738757
M1011,6,rf_knn_arima_theta_tbats_ces,461.64746054319636,506.577142452632,455.394552076474,1165.8573983723861
M1011,6,rf_knn_svr_arima_theta_tbats,436.8133191114123,448.38033284048885,426.7733195824245,1170.3861328488358
M1011,6,rf_mlp_knn_arima_tbats_ces,466.7779158120004,501.33086370566383,450.63605506723957,1171.2348575707376
M1011,6,rf_mlp_knn_svr_theta_tbats,439.50260139548743,443.94064960038526,417.1547055097375,1171.722275665661
M1011,6,rf_knn_svr_ets_theta_ces,440.57004973797297,451.80669042593763,426.60437155895534,1171.581931770827
M1011,6,rf_svr_ets_theta_tbats_ces,462.6597224350119,508.0579693562328,442.28380893101627,1169.040847403538
M1011,6,knn_arima_ets_theta_tbats_ces,487.72901104786484,512.7786599861786,495.46232659572763,1163.161156502493
M1011,6,rf_mlp_knn_arima_ets_ces,470.9092431299141,508.53810975929736,448.13675420200536,1171.2286959822004
M1011,6,mlp_knn_svr_arima_theta_ces,463.01799146348003,503.3593844392376,469.70107139774746,1171.6608040910144
M1011,6,rf_arima_ets_theta_tbats_ces,490.2655552608387,513.9004720301765,458.43406083464447,1165.2507241944452
M1011,6,rf_knn_svr_arima_ets_theta,440.461085511914,451.6512872755646,434.42603886102773,1171.6194377960408
M1011,6,rf_mlp_knn_svr_arima_tbats,441.6524293047236,446.5034457936118,427.6969790846292,1171.6606641859187
M1011,6,rf_mlp_knn_svr_ets_theta,443.1611510548336,448.5720874053989,425.7760949229403,1171.6643307741176
M1011,6,rf_knn_arima_ets_tbats_ces,465.69106434446076,514.3356148914377,461.00918649582434,1167.4703409249173
M1011,6,rf_knn_svr_arima_tbats_ces,439.0637873576017,450.7044086488244,434.159693084495,1171.557016083263
M1011,6,rf_mlp_svr_ets_theta_tbats,464.8545387791883,498.88560907488863,433.8408920926097,1172.0107802616837
M1011,6,rf_mlp_arima_ets_theta_ces,495.281173194656,518.3462035643819,460.2294996754827,1171.2614670965086
M1011,6,rf_knn_ets_theta_tbats_ces,463.278212421656,506.68941794456964,453.75378577031074,1165.9311358158952
M1011,6,rf_mlp_knn_ets_theta_tbats,465.90957631210716,497.3537900000614,439.27573135480907,1171.088088565694
M1011,6,rf_knn_svr_ets_tbats_ces,440.57004973797297,451.80669042593763,439.68137416043027,1171.581931770827
M1011,6,rf_mlp_svr_arima_ets_ces,469.92778800632607,509.2539286338798,449.92994973219055,1171.6687928883002
M1011,5,mlp_knn_svr_arima_ets,458.15541467375226,503.5775376532664,454.61984720057654,1169.9114313222226
M1011,5,mlp_svr_theta_tbats_ces,480.9138677708164,505.9289424282852,467.18640847344574,1174.3608137944286
M1011,5,rf_mlp_knn_arima_ets,462.4015272664241,499.3163295250006,444.22848523471527,1171.2367229018014
M1011,5,mlp_knn_arima_theta_tbats,482.82154277805216,505.5609501168366,482.4823467050011,1169.7845138018627
M1011,5,mlp_svr_ets_theta_tbats,482.8946401563505,507.07382448997504,473.0749270173423,1173.1135370595143
M1011,5,arima_ets_theta_tbats_ces,515.993639236491,520.275733135736,517.3406813629618,1136.1105915907983
M1011,5,knn_svr_arima_theta_tbats,447.0856649713028,505.5609501168366,455.6040424202504,1163.993028020429
M1011,5,knn_svr_arima_ets_tbats,451.77726076317356,508.0379040942493,457.5706457941976,1171.3255337971927
M1011,5,rf_mlp_ets_theta_tbats,487.6911150368364,508.24219438042473,451.5719266178296,1174.1367897133457
M1011,5,mlp_knn_svr_arima_ces,456.3079818317935,503.1916323023375,450.99099646003026,1171.6583250183241
M1011,5,mlp_svr_arima_ets_theta,486.0507130755272,516.4004095831847,479.84691183876004,1171.68948193669
M1011,5,knn_svr_ets_theta_ces,451.9175793192169,508.1545389858372,463.06181244802843,1170.1561145145317
M1011,5,rf_mlp_knn_arima_ces,460.5822131825434,497.16044908612054,442.4877080624498,1171.253095688808
M1011,5,mlp_arima_theta_tbats_ces,516.6876283897966,513.8024532397344,513.5412307301992,1176.1784328820902
M1011,5,rf_mlp_knn_svr_ets,434.0319529940326,421.286769543239,414.7955934962379,1171.6689934880271
M1011,5,rf_knn_svr_arima_tbats,426.1793757562803,408.1383365313502,419.9546540363178,1170.358761310254
M1011,5,mlp_knn_theta_tbats_ces,482.9708923206364,505.61805110275964,476.6119471146916,1159.3022190254326
M1011,5,rf_mlp_svr_ets_theta,458.64529420693174,495.2169567975443,430.8172884047047,1172.151204823477
M1011,5,rf_svr_ets_tbats_ces,455.64853168631566,509.9567950941205,446.57407819895957,1168.7942057573005
M1011,5,rf_mlp_svr_tbats_ces,456.8388374692165,491.6695951259633,435.58817759334823,1172.6424285261078
M1011,5,rf_arima_ets_theta_ces,487.7503262131971,520.446037592648,456.3242694364663,1161.2138314111278
M1011,5,rf_mlp_knn_svr_ces,432.4364927915308,418.0346274534406,416.6403883602524,1171.6641161910575
M1011,5,rf_mlp_knn_ets_ces,462.54341878753576,499.71828375407114,439.372174137896,1171.0522090077632
M1011,5,rf_knn_svr_ets_theta,427.8364305791284,410.4175712707494,419.18471626273066,1171.5755252544968
M1011,5,rf_mlp_arima_ets_ces,494.12950929297614,522.1376903911122,456.916804012126,1171.2614427658057
M1011,5,knn_arima_ets_theta_ces,484.636066642231,520.33121932846,497.45873298982434,1162.7026343798102
M1011,5,rf_svr_theta_tbats_ces,450.9426319470232,506.2153258386434,436.78397115750397,1162.0812564644816
M1011,5,mlp_knn_svr_theta_ces,453.4709028656769,493.6155379283556,450.25892174546,1171.6663464894575
M1011,5,rf_arima_ets_theta_tbats,484.4917131336004,507.66014605375756,450.78591479615886,1164.3562732756586
M1011,5,knn_arima_theta_tbats_ces,479.44076921888785,505.5609501168366,495.4310513843723,1144.6288827971784
M1011,5,mlp_knn_arima_theta_ces,486.0309422815728,513.8586384143831,482.19930528057535,1170.1379378557444
M1011,5,rf_mlp_knn_theta_tbats,454.93544612202413,486.7146688363782,425.5223660928994,1170.586730806007
M1011,5,rf_knn_svr_arima_ets,430.3148043961215,412.61205428510425,427.97216777655274,1171.610959372658
M1011,5,mlp_svr_ets_theta_ces,486.2080980397596,516.8458815411085,484.18533044542477,1172.0994130807753
M1011,5,rf_knn_arima_tbats_ces,454.0169737809755,508.4706792719634,446.9166152358144,1165.3865247843241
M1011,5,knn_svr_arima_theta_ces,449.9787358468971,507.27828744193937,463.46172943714805,1169.6141289364343
M1011,5,rf_mlp_arima_ets_tbats,490.8000428933912,516.1055164988237,456.38833157427734,1171.2568258170825
M1011,5,knn_svr_arima_ets_ces,454.79820100833496,521.1855258827933,468.4072244765819,1171.3022486143896
M1011,5,rf_mlp_svr_arima_ets,461.5338393096598,500.78873311473944,440.19467407446075,1171.6566781152787
M1011,5,mlp_ets_theta_tbats_ces,518.9835700707672,514.2802805386027,518.6088523747494,1179.4320403243637
M1011,5,mlp_knn_svr_theta_tbats,450.5712618015142,493.2968863662629,437.42292853473356,1171.7180701441575
M1011,5,rf_svr_arima_ets_tbats,455.50799873961944,509.7526160397185,451.79407887940107,1171.2838442600437
M1011,5,mlp_knn_svr_ets_tbats,455.273081202144,494.0089239013157,444.30310243212176,1171.667339128271
M1011,5,knn_svr_ets_tbats_ces,451.9175793192169,508.1545389858372,471.9905603169008,1170.1561145145317
M1011,5,rf_knn_svr_arima_ces,428.72404067613763,410.50385519635853,433.50101171768375,1171.5459890502866
M1011,5,rf_mlp_svr_arima_ces,459.6825114793748,497.28111937431686,438.372786445449,1172.3334334327276
M1011,5,knn_arima_ets_tbats_ces,484.636066642231,520.33121932846,490.93560822481885,1162.7026343798102
M1011,5,svr_ets_theta_tbats_ces,480.11360856814025,507.3950969466082,478.59503811119276,1153.4253759916
M1011,5,rf_mlp_knn_svr_arima,432.31444530342947,417.76768212935434,411.1570276822051,1171.6566781152787
M1011,5,rf_mlp_svr_arima_tbats,456.70033444831864,491.38390076905335,426.80027342901076,1173.3247633731905
M1011,5,mlp_knn_arima_tbats_ces,486.0309422815728,513.8586384143831,490.41203777662855,1170.1379378557444
M1011,5,mlp_svr_ets_tbats_ces,486.2080980397596,516.8458815411085,483.97449345953316,1172.0994130807753
M1011,5,rf_knn_ets_theta_ces,455.92657967444893,508.7016911247361,447.9306813189848,1165.671234886509
M1011,5,knn_ets_theta_tbats_ces,481.53518299211095,505.61805110275964,493.1064700803436,1140.1955007679678
M1011,5,knn_svr_arima_tbats_ces,449.9787358468971,507.27828744193937,462.19016158677204,1169.6141289364343
M1011,5,mlp_knn_arima_ets_theta,488.0169843077316,514.6085418641383,484.8011869590188,1171.0922506818783
M1011,5,rf_mlp_knn_theta_ces,457.7891046472739,489.8339962799584,434.63193526035144,1170.5144838376827
M1011,5,rf_arima_theta_tbats_ces,482.5445423006508,507.66014605375756,458.4432150820385,1137.8313569901577
M1011,5,rf_mlp_ets_tbats_ces,490.9551010068903,516.5502973246915,460.9511772305144,1173.433197665006
M1011,5,svr_arima_ets_theta_tbats,479.95966989119665,507.2213733589235,479.29769772991733,1170.97478980892
M1011,5,rf_mlp_svr_ets_tbats,458.64529420693174,495.2169567975443,425.1994566046702,1172.151204823477
M1011,5,rf_mlp_arima_theta_ces,488.8088769959068,514.769725656203,457.5241724772578,1173.653604133897
M1011,5,rf_knn_ets_theta_tbats,453.02553093169723,504.74574440511054,437.9936536220457,1165.1727914013138
M1011,5,rf_svr_arima_ets_ces,458.5331645287397,521.4707397832555,445.5337868017875,1171.3402446244022
M1011,5,mlp_knn_svr_ets_ces,458.29948249796115,504.03434275578053,457.0433018607785,1171.6587573699912
M1011,5,rf_knn_svr_ets_tbats,427.8364305791284,410.4175712707494,426.80328310903406,1171.5755252544968
M1011,5,rf_mlp_arima_theta_tbats,485.59063807515747,506.78250208279866,448.13062799584685,1178.187077411727
M1011,5,rf_knn_arima_ets_ces,458.76458824227444,520.5015056306776,442.37157959892676,1167.26179431643
M1011,5,mlp_knn_svr_arima_theta,453.3327411161155,493.5690684411419,449.7283365672575,1171.6612923820721
M1011,5,rf_mlp_knn_arima_theta,457.6531094327589,489.6682699243514,432.3452621229942,1171.2355832006679
M1011,5,rf_svr_arima_theta_tbats,450.80811425732634,506.1435632119964,427.72591406977773,1172.0715873911315
M1011,5,rf_arima_ets_tbats_ces,487.7503262131971,520.446037592648,470.202525590467,1161.2138314111278
M1011,5,mlp_knn_ets_theta_ces,488.17165394591086,515.0295700610934,491.96767831315606,1169.105044826444
M1011,5,rf_knn_ets_tbats_ces,455.92657967444893,508.7016911247361,445.936597066414,1165.671234886509
M1011,5,rf_knn_arima_ets_tbats,455.78836176043194,508.4706792719634,441.11595794235706,1166.8039385701359
M1011,5,rf_mlp_knn_svr_theta,429.88341520848905,413.26498883939655,409.29532065757695,1171.752475418842
M1011,5,rf_mlp_knn_ets_theta,459.56323902369826,492.02197990171146,433.96165368921277,1171.072940377399
M1011,5,mlp_svr_arima_ets_ces,489.42964675230616,521.9295955537459,483.60764611572984,1172.2125259093411
M1011,5,rf_knn_arima_theta_tbats,451.16841110453595,504.74574440511054,439.08812823918873,1162.311262887875
M1011,5,mlp_knn_svr_tbats_ces,453.4709028656769,493.6155379283556,441.671739769368,1171.6663464894575
M1011,5,svr_arima_ets_theta_ces,483.2662195280276,520.4450992211118,489.7091299490164,1170.6667092235598
M1011,5,mlp_arima_ets_tbats_ces,522.3706442867701,520.7476207200779,519.916302012,1172.969022615687
M1011,5,rf_mlp_svr_ets_ces,461.67819836764454,501.071250329761,441.76677491665146,1171.6566781152787
M1011,5,rf_mlp_arima_ets_theta,490.8000428933912,516.1055164988237,462.12789849491514,1171.2568258170825
M1011,5,mlp_knn_ets_theta_tbats,484.9161700301394,506.38015826788046,487.1893696842099,1168.9077106433565
M1011,5,rf_knn_theta_tbats_ces,451.30056994304215,504.74574440511054,437.91800815879515,1157.5312429234634
M1011,5,rf_knn_svr_ets_ces,430.43918401953505,412.7943450760798,435.5831611100002,1171.5757009945185
M1011,5,mlp_svr_arima_ets_tbats,486.0507130755272,516.4004095831847,480.4679226583814,1171.68948193669
M1011,5,rf_svr_ets_theta_tbats,452.6979795648283,507.16663655821657,437.2513885778864,1168.9379245988596
M1011,5,knn_svr_arima_ets_theta,451.77726076317356,508.0379040942493,463.91728516527684,1171.3255337971927
M1011,5,rf_mlp_svr_theta_tbats,453.9316136562817,486.71618517955085,426.30495375660195,1175.1133657023422
M1011,5,rf_ets_theta_tbats_ces,484.6433974456942,507.83468121750286,460.38044765933273,1147.9792368054177
M1011,5,rf_svr_arima_theta_ces,453.70655993826244,508.8061403280099,443.10301495578017,1171.2351315379092
M1011,5,rf_knn_svr_arima_theta,426.1793757562803,408.1383365313502,423.17300596436417,1170.358761310254
M1011,5,mlp_knn_arima_ets_tbats,488.0169843077316,514.6085418641383,486.9795649749348,1171.0922506818783
M1011,5,rf_knn_svr_theta_tbats,423.83809891203924,405.389015481107,416.65127375440414,1169.961025427979
M1011,5,rf_mlp_svr_arima_theta,456.70033444831864,491.38390076905335,428.78610107861164,1173.3247633731905
M1011,5,knn_svr_theta_tbats_ces,447.21991334558885,505.61805110275964,450.70186250458073,1161.7241408071502
M1011,5,mlp_arima_ets_theta_ces,522.3706442867701,520.7476207200779,520.0467687246206,1172.969022615687
M1011,5,mlp_svr_arima_tbats_ces,484.02946130766844,515.2762504922908,482.9706856716234,1172.7346278434145
M1011,5,rf_knn_arima_theta_ces,454.0169737809755,508.4706792719634,443.95010102497463,1165.3865247843241
M1011,5,rf_knn_svr_tbats_ces,426.29704959321896,408.29804138334987,422.6077807651057,1171.0971955815285
M1011,5,svr_arima_ets_tbats_ces,483.2662195280276,520.4450992211118,491.7041917008016,1170.6667092235598
M1011,5,rf_mlp_knn_tbats_ces,457.7891046472739,489.8339962799584,439.04895567763896,1170.5144838376827
M1011,5,mlp_arima_ets_theta_tbats,518.8178601443233,513.8024532397344,515.5500182377732,1172.6302027083004
M1011,5,rf_mlp_arima_tbats_ces,488.8088769959068,514.769725656203,460.73842223996047,1173.653604133897
M1011,5,mlp_knn_svr_arima_tbats,453.3327411161155,493.5690684411419,449.9373236294139,1171.6612923820721
M1011,5,knn_svr_ets_theta_tbats,448.97192621716226,506.38015826788046,453.29645367751556,1170.0387636059831
M1011,5,rf_mlp_knn_arima_tbats,457.6531094327589,489.6682699243514,425.772019018774,1171.2355832006679
M1011,5,mlp_svr_arima_theta_ces,484.02946130766844,515.2762504922908,475.91552172187056,1172.7346278434145
M1011,5,rf_mlp_theta_tbats_ces,485.74041503843364,506.88568182606457,454.3096560831367,1177.237194793103
M1011,5,rf_svr_arima_tbats_ces,453.70655993826244,508.8061403280099,447.18963816967255,1171.2351315379092
M1011,5,rf_svr_ets_theta_ces,455.64853168631566,509.9567950941205,440.20639639136783,1168.7942057573005
M1011,5,rf_mlp_svr_theta_ces,456.8388374692165,491.6695951259633,431.52939880977425,1172.6424285261078
M1011,5,svr_arima_theta_tbats_ces,477.983354875249,507.2213733589235,485.4256078750818,1158.7999345249327
M1011,5,rf_svr_arima_ets_theta,455.50799873961944,509.7526160397185,436.16848285226047,1171.2838442600437
M1011,5,mlp_knn_svr_ets_theta,455.273081202144,494.0089239013157,440.3864198878809,1171.667339128271
M1011,5,mlp_knn_arima_ets_ces,491.33842823816406,521.4876178511556,491.7030727809377,1171.3241240677362
M1011,5,rf_mlp_knn_svr_tbats,429.88341520848905,413.26498883939655,410.2471077541052,1171.752475418842
M1011,5,rf_mlp_knn_ets_tbats,459.56323902369826,492.02197990171146,430.6003808408235,1171.072940377399
M1011,5,rf_knn_svr_theta_ces,426.29704959321896,408.29804138334987,429.3040743544254,1171.0971955815285
M1011,5,mlp_svr_arima_theta_tbats,480.76176572303933,505.82653301922136,477.7281040188667,1173.8677991424822
M1011,5,knn_arima_ets_theta_tbats,481.38380968176494,505.5609501168366,490.8618882515664,1162.0847055408535
M1011,5,rf_knn_arima_ets_theta,455.78836176043194,508.4706792719634,447.91759928965377,1166.8039385701359
M1011,5,rf_mlp_ets_theta_ces,490.9551010068903,516.5502973246915,460.9556717932404,1173.433197665006
M1011,5,mlp_knn_ets_tbats_ces,488.17165394591086,515.0295700610934,486.33366931011784,1169.105044826444
M1011,4,rf_mlp_svr_tbats,444.7904601070824,445.5873557962874,414.0861004245137,1175.7361434135325
M1011,4,knn_ets_theta_tbats,472.27842600622705,505.0771533819167,482.31886754546025,1128.315911469815
M1011,4,mlp_arima_ets_tbats,523.245622490065,520.144221648059,520.383922062237,1173.7524223157006
M1011,4,svr_arima_ets_ces,478.8548784050071,521.8953969727597,485.3971353085772,1171.3497897252964
M1011,4,rf_mlp_arima_theta,482.12544119050756,501.88247451530754,448.92234299661146,1178.167901156093
M1011,4,rf_mlp_ets_tbats,484.72731506105936,505.62138679451533,448.1628518697157,1174.2872179880985
M1011,4,svr_ets_tbats_ces,474.91433995769586,515.2051784705038,482.80442389161243,1153.6865415722323
M1011,4,mlp_knn_svr_theta,440.38550003523983,441.4034404638814,419.3608032278037,1171.7488461225682
M1011,4,mlp_knn_svr_arima,443.68047389873084,445.93637446739666,422.9884520352306,1171.6566781152787
M1011,4,knn_svr_ets_theta,437.4480062455364,444.98712954939356,437.22880378097966,1169.9772101430342
M1011,4,mlp_svr_theta_ces,476.52493137960437,505.09739035318484,477.1270278342169,1174.9560726922973
M1011,4,knn_arima_ets_ces,480.0845503244655,521.0911553129816,485.99820128756056,1161.8200358239183
M1011,4,svr_arima_theta_tbats,468.31273279875694,505.5038111358856,469.03256525116007,1153.7893743492207
M1011,4,knn_svr_theta_ces,435.35890002879484,443.6844271121935,436.88741128579215,1161.4465871380073
M1011,4,rf_mlp_knn_ets,450.9084069271539,451.45305085302294,423.30027376929166,1175.1544147376835
