dataset,n_models,models_used,rmse_mean,rmse_median,rmse_fi_avg,rmse_stack_svr
M1,1,rf,1538.7892409498374,1538.7892409498374,1538.7892409498374,1538.7892409498374
M1,1,mlp,2971.694095627463,2971.694095627463,2971.694095627463,2971.694095627463
M1,1,knn,1543.8468998223973,1543.8468998223973,1543.8468998223973,1543.8468998223973
M1,1,svr,1804.7571233920405,1804.7571233920405,1804.7571233920405,1804.7571233920405
M1,1,arima,2055.8901137949956,2055.8901137949956,2055.8901137949956,2055.8901137949956
M1,1,ets,2056.9885836767007,2056.9885836767007,2056.9885836767007,2056.9885836767007
M1,1,ces,2124.287223109587,2124.287223109587,2124.287223109587,2124.287223109587
M1,1,theta,1839.3117164578725,1839.3117164578725,1839.3117164578725,1839.3117164578725
M1,1,tbats,1839.3117164578725,1839.3117164578725,1839.3117164578725,1839.3117164578725
M1,9,rf_mlp_knn_svr_arima_ets_theta_tbats_ces,1568.3400744999387,1849.6352935010457,1563.5611650531914,1705.0567797668245
M1,8,rf_mlp_knn_arima_ets_theta_tbats_ces,1571.6656874193816,1844.8138385660218,1528.5835696368163,1705.0567797668245
M1,8,rf_mlp_svr_arima_ets_theta_tbats_ces,1603.7736551318044,1850.6956201420317,1562.9429311618146,1705.0567797668245
M1,8,rf_mlp_knn_svr_arima_theta_tbats_ces,1535.6138854872954,1659.1222359235371,1557.6742184202035,1705.0567797668245
M1,8,rf_mlp_knn_svr_ets_theta_tbats_ces,1535.6821239097358,1659.1506155031068,1569.0142319270244,1705.0567797668245
M1,8,rf_knn_svr_arima_ets_theta_tbats_ces,1717.4368197952135,1855.5298372663708,1575.9002079258196,1705.0567797668245
M1,8,mlp_knn_svr_arima_ets_theta_tbats_ces,1582.317501031281,1855.5298372663708,1620.5123902035723,1705.056779766826
M1,8,rf_mlp_knn_svr_arima_ets_tbats_ces,1550.0541194287362,1671.029464658533,1561.0366815418258,1705.056782113592
M1,8,rf_mlp_knn_svr_arima_ets_theta_tbats,1531.5078692674729,1659.1222359235371,1551.4180836398016,1705.0567797669344
M1,8,rf_mlp_knn_svr_arima_ets_theta_ces,1550.0541194287362,1671.029464658533,1567.899396263581,1705.056782113592
M1,7,rf_mlp_svr_arima_ets_theta_ces,1584.4866262962091,1861.9739608111008,1566.0156378619856,1705.056782113592
M1,7,mlp_knn_svr_arima_ets_theta_tbats,1539.4139312860884,1849.6352935010457,1612.8313821841753,1705.0567850113716
M1,7,rf_svr_arima_ets_theta_tbats_ces,1790.813600047016,1861.9739608111008,1576.7105438425558,1705.0567797668195
M1,7,rf_mlp_knn_ets_theta_tbats_ces,1529.7376308750827,1840.463615224354,1527.0883517166112,1705.0567797668245
M1,7,rf_mlp_knn_svr_arima_ets_tbats,1514.5759603817999,1606.2774754443224,1559.2875040377473,1705.0568442585673
M1,7,rf_mlp_knn_arima_ets_tbats_ces,1547.3943161590341,1849.6352935010457,1527.2256572073547,1705.0567821135917
M1,7,rf_knn_svr_arima_ets_theta_ces,1705.6890873482153,1862.0298716729199,1570.1744137441722,1705.0567821135917
M1,7,rf_knn_svr_arima_theta_tbats_ces,1681.3000537949877,1849.6352935010457,1563.846514631135,1705.0567797668245
M1,7,rf_mlp_knn_svr_arima_theta_tbats,1501.9283543986082,1595.707657473569,1556.3078917565138,1705.0567797669344
M1,7,rf_mlp_svr_arima_theta_tbats_ces,1566.646626385296,1840.463615224354,1553.5364843516559,1705.0567797668245
M1,7,rf_mlp_knn_svr_ets_theta_tbats,1501.9871390826809,1595.707657473569,1555.0759147819329,1705.0567797669344
M1,7,rf_mlp_svr_arima_ets_theta_tbats,1561.574596891451,1840.463615224354,1564.3713507219009,1705.0567797669344
M1,7,rf_mlp_knn_arima_ets_theta_ces,1547.3943161590341,1849.6352935010457,1527.4789361162302,1705.0567821135917
M1,7,rf_knn_svr_ets_theta_tbats_ces,1681.4166342803435,1849.6915773253634,1565.5184894449958,1705.0567797668245
M1,7,rf_knn_svr_arima_ets_theta_tbats,1674.2603171179544,1849.6352935010457,1565.9336608689862,1705.0567797669344
M1,7,mlp_knn_arima_ets_theta_tbats_ces,1592.3190185943922,1849.6352935010457,1501.387503668776,1705.056779766826
M1,7,rf_mlp_knn_arima_ets_theta_tbats,1524.6156974258088,1840.463615224354,1520.9797904617967,1705.0567797669344
M1,7,mlp_knn_svr_arima_ets_tbats_ces,1561.3768745840025,1862.0298716729199,1628.0032322416344,1705.0567821135942
M1,7,rf_mlp_knn_svr_ets_tbats_ces,1518.5542445034982,1606.3422861841982,1557.505926473557,1705.056782113592
M1,7,mlp_knn_svr_ets_theta_tbats_ces,1544.3467355561147,1849.6915773253634,1621.8045019081253,1705.056779766826
M1,7,rf_mlp_arima_ets_theta_tbats_ces,1621.0469976022853,1840.463615224354,1533.7618995165844,1705.0567797668195
M1,7,rf_mlp_knn_svr_arima_ets_theta,1514.5759603817999,1606.2774754443224,1560.323477682285,1705.0568442585673
M1,7,rf_mlp_svr_arima_ets_tbats_ces,1584.4866262962091,1861.9739608111008,1566.349844173222,1705.056782113592
M1,7,mlp_knn_svr_arima_ets_theta_ces,1561.3768745840025,1862.0298716729199,1623.7092300134184,1705.0567821135942
M1,7,rf_mlp_knn_svr_arima_tbats_ces,1518.4889814140731,1606.2774754443224,1555.8427919501746,1705.0567821136146
M1,7,rf_knn_svr_arima_ets_tbats_ces,1705.6890873482153,1862.0298716729199,1565.2326808755695,1705.0567821135917
M1,7,rf_mlp_knn_svr_arima_ets_ces,1532.456161193003,1620.534434116522,1560.3057268073237,1707.1718841076422
M1,7,rf_mlp_knn_arima_theta_tbats_ces,1529.6538745391476,1840.463615224354,1520.6512547185962,1705.0567797668245
M1,7,rf_mlp_svr_ets_theta_tbats_ces,1566.7309231347535,1840.463615224354,1570.5097578807367,1705.0567797668245
M1,7,mlp_knn_svr_arima_theta_tbats_ces,1544.2660438394307,1849.6352935010457,1617.2601871849565,1705.056779766826
M1,7,rf_mlp_knn_svr_theta_tbats_ces,1505.5979915856942,1595.707657473569,1558.2960429822067,1705.0567797668245
M1,7,rf_mlp_knn_svr_arima_theta_ces,1518.4889814140731,1606.2774754443224,1563.4924376858505,1705.0567821136146
M1,7,rf_knn_arima_ets_theta_tbats_ces,1755.34395243741,1849.6352935010457,1537.258212091127,1705.0567797668245
M1,7,mlp_svr_arima_ets_theta_tbats_ces,1628.2044015546705,1861.9739608111008,1642.0200710849,1705.056782897787
M1,7,rf_mlp_knn_svr_ets_theta_ces,1518.5542445034982,1606.3422861841982,1557.233289017625,1705.056782113592
M1,7,knn_svr_arima_ets_theta_tbats_ces,1765.5874846405752,1862.0298716729199,1682.9667401977313,1705.0567797682504
M1,6,rf_mlp_knn_svr_arima_ets,1504.2462291562263,1573.4584621010292,1557.3660768685654,1746.7448565317422
M1,6,mlp_knn_svr_arima_ets_theta,1519.2519353057965,1630.5952725039574,1618.9329958135586,1705.0568508951415
M1,6,mlp_knn_ets_theta_tbats_ces,1543.3004574792099,1844.190862956643,1505.5180207074025,1705.056779766826
M1,6,mlp_knn_svr_arima_tbats_ces,1523.895482441005,1632.5610505473253,1622.611796051207,1705.0567821136174
M1,6,rf_mlp_svr_arima_ets_tbats,1542.427881824761,1666.7464377860804,1560.471148386914,1705.0568442585668
M1,6,rf_knn_svr_theta_tbats_ces,1639.1633211899123,1660.901741240003,1569.1692335169134,1705.0567797668245
M1,6,rf_mlp_knn_svr_arima_ces,1507.5399012183227,1575.4955325259627,1554.8212133494158,1707.1719030397596
M1,6,mlp_svr_arima_ets_theta_tbats,1579.1888062477756,1850.0495554555862,1630.9556606094413,1714.4948464769602
M1,6,rf_mlp_svr_ets_theta_ces,1547.4824765830117,1666.8081478238655,1569.6943677844604,1705.056782113592
M1,6,knn_svr_ets_theta_tbats_ces,1727.506758813652,1857.3165149831298,1686.0303797843865,1705.0567797682504
M1,6,mlp_svr_arima_ets_tbats_ces,1607.1845922930547,1956.6427653679261,1643.5926133106946,1705.056786075669
M1,6,rf_mlp_knn_ets_theta_ces,1503.9703786497475,1638.5360166200167,1526.7700673003799,1705.0567821135917
M1,6,mlp_knn_svr_ets_theta_tbats,1504.4231811630727,1617.6804087146688,1622.1326408201048,1705.0567850113716
M1,6,knn_svr_arima_ets_theta_tbats,1718.618668310651,1855.5298372663708,1671.5346442970306,1705.0567851773087
M1,6,mlp_knn_arima_ets_theta_ces,1564.888909641123,1950.4532597826178,1491.4004464952322,1705.0567821117536
M1,6,rf_mlp_svr_arima_theta_ces,1547.3995302088001,1666.7464377860804,1553.839419246244,1705.0567821136146
M1,6,mlp_svr_arima_ets_theta_ces,1607.1845922930547,1956.6427653679261,1643.0654210635973,1705.056786075669
M1,6,rf_mlp_knn_arima_ets_theta,1498.9898791889584,1638.5072799876632,1521.7330822073995,1705.056844258567
M1,6,mlp_knn_svr_theta_tbats_ces,1508.6574909850865,1619.4499699270245,1623.2308908687319,1705.056779766826
M1,6,mlp_knn_arima_ets_theta_tbats,1537.0554496922725,1844.1657133222093,1448.7837226102868,1705.0567882792636
M1,6,knn_svr_arima_theta_tbats_ces,1727.3619693223256,1857.2575529628884,1679.3725392702272,1705.0567797682504
M1,6,rf_mlp_svr_ets_tbats_ces,1547.4824765830117,1666.8081478238655,1556.9167019063618,1705.056782113592
M1,6,rf_mlp_svr_arima_theta_tbats,1526.3854536501537,1654.73209907155,1554.1486627983459,1705.0567797669344
M1,6,rf_mlp_arima_ets_tbats_ces,1597.4817867171619,1945.8548815427564,1534.8848626005424,1705.05678139485
M1,6,mlp_knn_svr_arima_ets_tbats,1519.2519353057965,1630.5952725039574,1622.89966779512,1705.0568508951415
M1,6,mlp_knn_svr_ets_theta_ces,1523.9730506471496,1632.6281274544945,1619.8512896543957,1705.0567821135942
M1,6,rf_mlp_knn_ets_tbats_ces,1503.9703786497475,1638.5360166200167,1524.026530958123,1705.0567821135917
M1,6,rf_mlp_svr_theta_tbats_ces,1531.0351680040328,1654.73209907155,1558.7309670384286,1705.0567797668245
M1,6,knn_svr_arima_ets_theta_ces,1757.649083862827,1958.308716346568,1690.3003719857627,1705.0567809643312
M1,6,rf_mlp_knn_svr_ets_ces,1507.5952803777311,1575.561315289298,1553.3407360193642,1707.1718841076422
M1,6,mlp_svr_ets_theta_tbats_ces,1585.4766271254944,1850.1047702905862,1633.87246959708,1705.056782897787
M1,6,rf_mlp_arima_theta_tbats_ces,1574.9110304405556,1839.8828523137142,1533.4302422304818,1705.0567797668195
M1,6,mlp_knn_arima_ets_tbats_ces,1564.888909641123,1950.4532597826178,1489.698385994618,1705.0567821117536
M1,6,rf_mlp_svr_arima_ets_theta,1542.427881824761,1666.7464377860804,1563.2117587554894,1705.0568442585668
M1,6,rf_svr_arima_ets_theta_ces,1785.7388073731806,1956.6427653679261,1585.032214646255,1705.0567797668195
M1,6,rf_knn_arima_ets_theta_ces,1743.78881701901,1950.4532597826178,1534.8888631688114,1705.0567821135885
M1,6,rf_mlp_knn_theta_tbats_ces,1487.7867759190597,1632.9534340715045,1523.7294510100567,1705.0567797668245
M1,6,mlp_arima_ets_theta_tbats_ces,1659.9518872837864,1945.2404219664693,1633.9404125904448,1705.0567797668195
M1,6,rf_knn_svr_arima_ets_tbats,1657.4255495549387,1671.029464658533,1572.700350799825,1705.056844258567
M1,6,rf_mlp_knn_svr_ets_tbats,1494.047656494678,1561.6088368738815,1560.5035986415396,1705.0568442585673
M1,6,mlp_svr_arima_theta_tbats_ces,1585.373767878522,1850.0495554555862,1637.0781648185618,1705.0567828978167
M1,6,mlp_knn_arima_theta_tbats_ces,1543.1982666206736,1844.1657133222093,1478.8187593558355,1705.056779766826
M1,6,rf_svr_arima_ets_theta_tbats,1745.7850613868072,1850.6956201420317,1571.273535036383,1705.0567797668195
M1,6,rf_knn_arima_ets_theta_tbats,1703.6927582754338,1844.8138385660218,1533.13329363063,1705.056779766928
M1,6,rf_mlp_knn_svr_arima_theta,1494.00162482743,1561.5786846054784,1555.4804099252701,1705.056844259178
M1,6,rf_mlp_knn_arima_theta_ces,1503.8886029038833,1638.5072799876632,1520.3632184848236,1705.0567821136144
M1,6,mlp_knn_svr_arima_ets_ces,1540.5760015848114,1706.196601098295,1619.8605925533948,1707.1718841076447
M1,6,rf_knn_svr_ets_theta_tbats,1631.6589691376337,1659.1506155031068,1561.193582948511,1705.0567797669344
M1,6,mlp_knn_svr_ets_tbats_ces,1523.9730506471496,1632.6281274544945,1630.1749913909384,1705.0567821135942
M1,6,rf_mlp_ets_theta_tbats_ces,1575.017605395006,1839.8828523137142,1534.0380421163768,1705.0567797668195
M1,6,knn_svr_arima_ets_tbats_ces,1757.649083862827,1958.308716346568,1692.2794521436224,1705.0567809643312
M1,6,rf_mlp_knn_svr_tbats_ces,1496.9053257713947,1563.469215729025,1557.2203971330762,1705.0567821136146
M1,6,rf_mlp_knn_arima_theta_tbats,1483.224649473374,1632.9534340715045,1518.3900995634763,1705.0567797669344
M1,6,rf_mlp_knn_arima_ets_tbats,1498.9898791889584,1638.5072799876632,1522.155211924525,1705.056844258567
M1,6,svr_arima_ets_theta_tbats_ces,1866.3807689196585,1956.6427653679261,1720.13777394515,1705.5002121921125
M1,6,mlp_knn_svr_arima_theta_tbats,1504.3543868011172,1617.651737525634,1623.2545208720624,1705.0567850114242
M1,6,rf_svr_arima_ets_tbats_ces,1785.7388073731806,1956.6427653679261,1575.4018439589147,1705.0567797668195
M1,6,rf_knn_svr_arima_ets_ces,1692.3947546945012,1751.6583936054362,1569.070075117023,1707.1718838330166
M1,6,rf_knn_svr_arima_theta_ces,1665.225971354533,1672.9477316428374,1573.8101227905236,1705.0567821136144
M1,6,rf_mlp_svr_arima_tbats_ces,1547.3995302088001,1666.7464377860804,1559.3560606853787,1705.0567821136146
M1,6,rf_mlp_knn_svr_theta_ces,1496.9053257713947,1563.469215729025,1560.5713648868439,1705.0567821136146
M1,6,rf_mlp_arima_ets_theta_tbats,1568.5001696348947,1839.8828523137142,1526.934178628016,1705.0567797668195
M1,6,rf_svr_arima_theta_tbats_ces,1754.7436461041443,1850.6956201420317,1575.057644399577,1705.0567797668195
M1,6,rf_knn_arima_theta_tbats_ces,1712.681387227337,1844.8138385660218,1534.1439744780178,1705.0567797668245
M1,6,rf_knn_svr_arima_theta_tbats,1631.535974376899,1659.1222359235371,1566.4046401721537,1705.0567797669344
M1,6,rf_mlp_knn_arima_tbats_ces,1503.8886029038833,1638.5072799876632,1522.2065701807007,1705.0567821136144
M1,6,rf_mlp_knn_svr_theta_tbats,1485.3057187646903,1555.750236859222,1559.189079705539,1705.0567797669344
M1,6,rf_knn_svr_ets_theta_ces,1665.3553141346677,1673.013189308529,1561.8177578096568,1705.0567821135917
M1,6,rf_svr_ets_theta_tbats_ces,1754.891957863792,1850.7511967285975,1568.583495314789,1705.0567797668195
M1,6,knn_arima_ets_theta_tbats_ces,1826.5072699458483,1950.4532597826178,1673.4642963479034,1705.0565720120599
M1,6,rf_mlp_knn_arima_ets_ces,1521.4364529818552,1721.3446275514227,1525.3542667686713,1707.171883760381
M1,6,mlp_knn_svr_arima_theta_ces,1523.895482441005,1632.5610505473253,1608.8751240737306,1705.0567821136174
M1,6,rf_arima_ets_theta_tbats_ces,1860.7411406038614,1945.8548815427564,1548.3360733623733,1705.0567797668195
M1,6,rf_knn_svr_arima_ets_theta,1657.4255495549387,1671.029464658533,1561.271616281938,1705.056844258567
M1,6,rf_mlp_knn_svr_arima_tbats,1494.00162482743,1561.5786846054784,1564.0033975839322,1705.056844259178
M1,6,rf_mlp_knn_svr_ets_theta,1494.047656494678,1561.6088368738815,1557.0455899584995,1705.0568442585673
M1,6,rf_knn_arima_ets_tbats_ces,1743.78881701901,1950.4532597826178,1536.1096575956649,1705.0567821135885
M1,6,rf_knn_svr_arima_tbats_ces,1665.225971354533,1672.9477316428374,1565.11576867434,1705.0567821136144
M1,6,rf_mlp_svr_ets_theta_tbats,1526.4599017315322,1654.73209907155,1555.2886440124441,1705.0567797669344
M1,6,rf_mlp_arima_ets_theta_ces,1597.4817867171619,1945.8548815427564,1534.3255257946264,1705.05678139485
M1,6,rf_knn_ets_theta_tbats_ces,1712.830206137694,1844.8393616120404,1534.9194409153117,1705.0567797668245
M1,6,rf_mlp_knn_ets_theta_tbats,1483.297643750391,1632.9534340715045,1523.4926909273943,1705.0567797669344
M1,6,rf_knn_svr_ets_tbats_ces,1665.3553141346677,1673.013189308529,1570.3760372796785,1705.0567821135917
M1,6,rf_mlp_svr_arima_ets_ces,1565.1674597366086,1750.386085919614,1561.043282347486,1707.171884107638
M1,5,mlp_knn_svr_arima_ets,1507.7303702126708,1592.9028148989125,1629.050078523228,1746.7448667619503
M1,5,mlp_svr_theta_tbats_ces,1543.1618891828596,1839.3117164578725,1640.5405040120338,1705.0567828978167
M1,5,rf_mlp_knn_arima_ets,1478.5103899961352,1572.8049589446723,1519.7839883753438,1746.74485615916
M1,5,mlp_knn_arima_theta_tbats,1487.0373299032494,1839.3117164578725,1438.3991590257053,1705.0567882793466
M1,5,mlp_svr_ets_theta_tbats,1537.5689202454685,1839.3117164578725,1634.337466423984,1714.4948464769602
M1,5,arima_ets_theta_tbats_ces,1980.3948992507035,2055.8901137949956,1998.9135082518264,1749.1242194218457
M1,5,knn_svr_arima_theta_tbats,1670.1653084708123,1849.6352935010457,1675.306031391093,1705.0567851773612
M1,5,knn_svr_arima_ets_tbats,1703.5711500559953,1862.0298716729199,1684.2723063416865,1705.0568500008496
M1,5,rf_mlp_ets_theta_tbats,1521.0693884827654,1839.3117164578725,1529.0478578918994,1705.0567797668195
M1,5,mlp_knn_svr_arima_ces,1511.4965811152208,1596.9903080809934,1623.048604290013,1707.171903039762
M1,5,mlp_svr_arima_ets_theta,1557.1829277079942,1861.9739608111008,1634.295465785426,1717.013002027459
M1,5,knn_svr_ets_theta_ces,1713.8073036567712,1865.5936548993263,1688.9501490814662,1705.0567809643312
M1,5,rf_mlp_knn_arima_ces,1482.63217714768,1572.8049589446723,1523.9362615932844,1707.1719026923702
M1,5,mlp_arima_theta_tbats_ces,1608.1886839648698,1839.3117164578725,1603.6469698823257,1705.0567797668195
M1,5,rf_mlp_knn_svr_ets,1509.1809306937403,1549.8234228509275,1553.3816717545287,1746.7448565317422
M1,5,rf_knn_svr_arima_tbats,1611.1914195576692,1606.2774754443224,1567.8265124933428,1705.0568442591778
M1,5,mlp_knn_theta_tbats_ces,1492.5938514528857,1839.3117164578725,1480.1990535746745,1705.056779766826
M1,5,rf_mlp_svr_ets_theta,1517.4812455594893,1600.969829021454,1558.8354342215914,1705.0568442585668
M1,5,rf_svr_ets_tbats_ces,1744.1187422966964,1862.0958672444553,1561.7007575781972,1705.0567797668195
M1,5,rf_mlp_svr_tbats_ces,1521.156036751691,1600.969829021454,1563.1689624850464,1705.0567821136146
M1,5,rf_arima_ets_theta_ces,1865.5080358300454,2055.8901137949956,1548.1813734797752,1705.0567797668195
M1,5,rf_mlp_knn_svr_ces,1510.2838778290725,1554.02423031596,1562.9869016910145,1707.1719030397596
M1,5,rf_mlp_knn_ets_ces,1482.7016992472954,1572.8711489326272,1522.9922944716432,1707.171883760381
M1,5,rf_knn_svr_ets_theta,1611.3248283600935,1606.3422861841982,1561.3946728292187,1705.056844258567
M1,5,rf_mlp_arima_ets_ces,1571.5536308706066,2055.8901137949956,1536.4402282069536,1706.2095732894495
M1,5,knn_arima_ets_theta_ces,1825.0653056967221,2055.94075115595,1681.1008737245163,1705.0555135138206
M1,5,rf_svr_theta_tbats_ces,1709.1516931743536,1840.463615224354,1570.5298951791392,1705.0567797668195
M1,5,mlp_knn_svr_theta_ces,1499.492468102909,1582.5870378373338,1623.6085035442482,1705.0567821136174
M1,5,rf_arima_ets_theta_tbats,1812.7586896518485,1840.463615224354,1542.038293746717,1705.0010456305492
M1,5,knn_arima_theta_tbats_ces,1784.9215832264113,1849.6352935010457,1654.8560045614822,1705.0565719074607
M1,5,mlp_knn_arima_theta_ces,1512.3948200385564,1849.6352935010457,1473.5934514490827,1705.0567821117734
M1,5,rf_mlp_knn_theta_tbats,1455.5310698092176,1560.651245543173,1516.5081036650993,1705.0567797669344
M1,5,rf_knn_svr_arima_ets,1639.5143534978642,1620.534434116522,1562.6143234187502,1746.7448562470195
M1,5,mlp_svr_ets_theta_ces,1563.4408785369167,1862.0958672444553,1645.3981628910672,1705.056786075669
M1,5,rf_knn_arima_tbats_ces,1692.5268008700953,1849.6352935010457,1534.5473927823482,1705.0567821136115
M1,5,knn_svr_arima_theta_ces,1713.64033134012,1865.5277830667699,1683.4287543242758,1705.0567809639278
M1,5,rf_mlp_arima_ets_tbats,1541.8096573850555,1840.463615224354,1528.4802510619293,1705.0568435821556
M1,5,knn_svr_arima_ets_ces,1748.7167614547789,2059.1689620966145,1692.411795467049,1705.613206656089
M1,5,rf_mlp_svr_arima_ets,1530.6589535858132,1625.6522091797074,1556.2042417426023,1746.7448565316172
M1,5,mlp_ets_theta_tbats_ces,1608.3240383641394,1839.3117164578725,1639.4280981700892,1705.0567797668195
M1,5,mlp_knn_svr_theta_tbats,1487.1083500134343,1566.2859652725663,1620.8218940716404,1705.0567850114242
M1,5,rf_svr_arima_ets_tbats,1733.5420916087774,1861.9739608111008,1574.2964359707776,1705.0567797668195
M1,5,mlp_knn_svr_ets_tbats,1496.356667922555,1578.4622472327299,1624.7437904362746,1705.0568508951415
M1,5,knn_svr_ets_tbats_ces,1713.8073036567712,1865.5936548993263,1682.5130185990326,1705.0567809643312
M1,5,rf_knn_svr_arima_ces,1648.1358448312524,1624.552405602572,1564.025062825385,1707.1719027650329
M1,5,rf_mlp_svr_arima_ces,1534.9462045668088,1625.6522091797074,1558.1866073897424,1707.1719030397549
M1,5,knn_arima_ets_tbats_ces,1825.0653056967221,2055.94075115595,1679.6250351093618,1705.0555135138206
M1,5,svr_ets_theta_tbats_ces,1833.6232611317635,1862.0958672444553,1721.2656628660588,1705.5002121921125
M1,5,rf_mlp_knn_svr_arima,1509.1643573061674,1549.7562484964124,1560.890597419098,1746.7456649012672
M1,5,rf_mlp_svr_arima_tbats,1517.4221858303051,1600.969829021454,1557.5708658964693,1705.0568442591778
M1,5,mlp_knn_arima_tbats_ces,1512.3948200385564,1849.6352935010457,1475.9970639257667,1705.0567821117734
M1,5,mlp_svr_ets_tbats_ces,1563.4408785369167,1862.0958672444553,1638.3288307299933,1705.056786075669
M1,5,rf_knn_ets_theta_ces,1692.6999189838252,1849.6915773253634,1539.262911913827,1705.0567821135885
M1,5,knn_ets_theta_tbats_ces,1785.1137495614732,1849.6915773253634,1676.6996698240566,1705.0565720120599
M1,5,knn_svr_arima_tbats_ces,1713.64033134012,1865.5277830667699,1686.677506208618,1705.0567809639278
M1,5,mlp_knn_arima_ets_theta,1506.3428620642937,1849.6352935010457,1446.7135918170097,1705.0568547969722
M1,5,rf_mlp_knn_theta_ces,1469.4316828971525,1562.0086551875927,1523.9318515021314,1705.0567821136144
M1,5,rf_arima_theta_tbats_ces,1824.6020909192705,1840.463615224354,1546.6029669627997,1705.0567797668195
M1,5,rf_mlp_ets_tbats_ces,1548.4035775788955,1840.463615224354,1537.9318517331599,1705.05678139485
M1,5,svr_arima_ets_theta_tbats,1821.8749104069386,1861.9739608111008,1709.3690817119616,1715.466314020688
M1,5,rf_mlp_svr_ets_tbats,1517.4812455594893,1600.969829021454,1563.5055551385465,1705.0568442585668
M1,5,rf_mlp_arima_theta_ces,1548.2952775402703,1840.463615224354,1534.0572716358715,1705.0567813946072
M1,5,rf_knn_ets_theta_tbats,1647.5458262369277,1840.463615224354,1533.4012741527715,1705.056779766928
M1,5,rf_svr_arima_ets_ces,1780.1193597336385,2056.0005223905714,1584.4664029602213,1707.1336174201049
M1,5,mlp_knn_svr_ets_ces,1511.560225650198,1597.0672559135498,1621.7916344606706,1707.1718841076447
M1,5,rf_knn_svr_ets_tbats,1611.3248283600935,1606.3422861841982,1562.5534563376016,1705.056844258567
M1,5,rf_mlp_arima_theta_tbats,1520.973074143803,1839.3117164578725,1524.5015830983011,1705.0567797668195
M1,5,rf_knn_arima_ets_ces,1728.8528863496479,2055.94075115595,1535.356783678866,1707.1718786798783
M1,5,mlp_knn_svr_arima_theta,1496.3065384099443,1578.396291707285,1628.9381332188113,1705.0568508958172
M1,5,rf_mlp_knn_arima_theta,1465.8912499140931,1562.0086551875927,1516.5943271726012,1705.0568442591778
M1,5,rf_svr_arima_theta_tbats,1698.9516025851128,1840.463615224354,1568.0201541465362,1705.0567797668195
M1,5,rf_arima_ets_tbats_ces,1865.5080358300454,2055.8901137949956,1548.4479112356507,1705.0567797668195
M1,5,mlp_knn_ets_theta_ces,1512.4960312206642,1849.6915773253634,1492.9000286715213,1705.0567821117536
M1,5,rf_knn_ets_tbats_ces,1692.6999189838252,1849.6915773253634,1537.3345867124963,1705.0567821135885
M1,5,rf_knn_arima_ets_tbats,1682.083320125792,1849.6352935010457,1531.4944260995069,1705.0568442583226
M1,5,rf_mlp_knn_svr_theta,1506.8735943759357,1538.7982420556873,1560.7786641347425,1705.056844259178
M1,5,rf_mlp_knn_ets_theta,1465.9471110906811,1562.0086551875927,1519.5474529432577,1705.056844258567
M1,5,mlp_svr_arima_ets_ces,1585.4810333579162,2056.0005223905714,1639.2093006517612,1707.1718891530434
M1,5,rf_knn_arima_theta_tbats,1647.3808259729042,1840.463615224354,1528.9480675883913,1705.056779766928
M1,5,mlp_knn_svr_tbats_ces,1499.492468102909,1582.5870378373338,1622.9270003923007,1705.0567821136174
M1,5,svr_arima_ets_theta_ces,1873.3878391043747,2056.0005223905714,1726.3611978960635,1705.0567797668195
M1,5,mlp_arima_ets_tbats_ces,1636.9075637604537,2055.8901137949956,1632.1943314633238,1705.0567797668195
M1,5,rf_mlp_svr_ets_ces,1535.0183946082027,1625.79183577762,1561.3216005592062,1707.171884107638
M1,5,rf_mlp_arima_ets_theta,1541.8096573850555,1840.463615224354,1528.2725689567992,1705.0568435821556
M1,5,mlp_knn_ets_theta_tbats,1487.1260178639377,1839.3117164578725,1446.2451370803672,1705.0567882792636
M1,5,rf_knn_theta_tbats_ces,1657.6107094757115,1840.463615224354,1535.88736981293,1705.0567797668245
M1,5,rf_knn_svr_ets_ces,1648.2791193689825,1624.6280480022845,1569.6270950677858,1707.1718838330166
M1,5,mlp_svr_arima_ets_tbats,1557.1829277079942,1861.9739608111008,1632.5864652130535,1717.013002027459
M1,5,rf_svr_ets_theta_tbats,1699.1161456264315,1840.463615224354,1573.4642521236208,1705.0567797668195
M1,5,knn_svr_arima_ets_theta,1703.5711500559953,1862.0298716729199,1683.7044056510185,1705.0568500008496
M1,5,rf_mlp_svr_theta_tbats,1506.3625619017014,1599.6454809649197,1560.547371032815,1705.0567797669344
M1,5,rf_ets_theta_tbats_ces,1824.7980848904172,1840.463615224354,1546.4685101796442,1705.0567797668195
M1,5,rf_svr_arima_theta_ces,1743.9462946237697,1861.9739608111008,1569.6143200544377,1705.0567797668195
M1,5,rf_knn_svr_arima_theta,1611.1914195576692,1606.2774754443224,1567.4333887562827,1705.0568442591778
M1,5,mlp_knn_arima_ets_tbats,1506.3428620642937,1849.6352935010457,1449.1876763103373,1705.0568547969722
M1,5,rf_knn_svr_theta_tbats,1584.6210136928944,1595.707657473569,1561.544418086982,1705.0567797669344
M1,5,rf_mlp_svr_arima_theta,1517.4221858303051,1600.969829021454,1553.8816122950707,1705.0568442591778
M1,5,knn_svr_theta_tbats_ces,1680.004144901599,1853.2127772115477,1683.5778024765123,1705.0567797682504
M1,5,mlp_arima_ets_theta_ces,1636.9075637604537,2055.8901137949956,1627.5183211728038,1705.0567797668195
M1,5,mlp_svr_arima_tbats_ces,1563.3380195169368,1861.9739608111008,1638.194674428256,1705.0567860757299
